keyword,language,topic,topicColor,keywordColor,limitPages,ratioNew
'Albert Einstein',fr,Deutschland,#1818e8,#1818e8,2,0.282413215257
'Eva Green',fr,unknown,#111111,#111111,1,0.282265534324
'Robert Sesselmann',fr,Deutschland,#1818e8,#1818e8,1,0.282032648609
'Lance Bass',fr,unknown,#111111,#111111,1,0.281267684084
'Kim Reynolds',fr,unknown,#111111,#111111,1,0.280630958368
'Cillian Murphy',fr,Irland,#111111,#111111,3,0.280359390999
'Papst Benedikt XVI',fr,Vatikan,#58b8e8,#58b8e8,3,0.280319887862
'Lars Klingbeil',fr,Deutschland,#1818e8,#1818e8,1,0.280013292536
'Yevgeny Prigozhin',fr,Russland,#e81818,#e81818,1,0.278712704778
'Tyson Fury',fr,unknown,#111111,#111111,1,0.278641016022
'Pat McAfee',fr,USA,#18e8e8,#18e8e8,1,0.278613938947
'Martin Scorsese',fr,USA,#18e8e8,#18e8e8,2,0.277759513537
'Jackson Hole',fr,unknown,#111111,#111111,1,0.277670329302
'Jonathan Turley',fr,unknown,#111111,#111111,1,0.277351200977
'Matt Damon',fr,USA,#18e8e8,#18e8e8,1,0.277187025588
'John Fetterman',fr,unknown,#111111,#111111,1,0.277113856329
'Tiffany Chen',fr,USA,#18e8e8,#18e8e8,1,0.277056425948
'Peter Tschentscher',fr,Deutschland,#1818e8,#1818e8,1,0.276899822928
'Peter Thiel',fr,USA,#18e8e8,#18e8e8,1,0.276853107445
'Rosalynn Carter',fr,USA,#18e8e8,#18e8e8,1,0.276749523680
'Lindsey Graham',fr,USA,#18e8e8,#18e8e8,1,0.276376052281
'Zach Bryan',fr,unknown,#111111,#111111,1,0.276368900776
'Queen Camilla',fr,UK,#e838e8,#e838e8,1,0.276335058923
'Queen Elizabeth II',fr,UK,#e838e8,#e838e8,1,0.276279360139
'Mario Czaja',fr,Deutschland,#1818e8,#1818e8,1,0.275591892552
'Imran Khan',fr,unknown,#111111,#111111,1,0.274756454713
'Ahmed Al Jaber',fr,unknown,#111111,#111111,1,0.274514141915
'James Cleverly',fr,UK,#e838e8,#e838e8,1,0.272953190844
'Leonard Bernstein',fr,unknown,#111111,#111111,1,0.272529092384
'Laura Ingraham',fr,USA,#18e8e8,#18e8e8,1,0.271685360167
'Warren Buffet',fr,USA,#18e8e8,#18e8e8,1,0.271396869202
'Johnny Depp',fr,USA,#18e8e8,#18e8e8,1,0.270328269577
'Brian Kilmeade',fr,unknown,#111111,#111111,1,0.269914372303
'Jan Böhmermann',fr,Deutschland,#1818e8,#1818e8,3,0.269670745153
'Selenskyj',fr,Ukraine,#e818e8,#e818e8,1,0.268942391333
'Peter Urban',fr,Deutschland,#1818e8,#1818e8,2,0.268655163229
'Jerod Mayo',fr,unknown,#111111,#111111,1,0.268411279183
'Viktor Shokin',fr,unknown,#111111,#111111,1,0.267479449704
'John Rawls',fr,USA,#18e8e8,#18e8e8,1,0.267467446285
'Leandro De Niro Rodriguez',fr,USA,#18e8e8,#18e8e8,1,0.267046152009
'Patricia Blanco',fr,Deutschland,#1818e8,#1818e8,1,0.267046142879
'Bill Barr',fr,unknown,#111111,#111111,1,0.266335087665
'Merrill McCollum',fr,USA,#18e8e8,#18e8e8,1,0.266223187500
'Teresa Giudice',fr,unknown,#111111,#111111,1,0.266204915350
'Bridget Moynahan',fr,unknown,#111111,#111111,1,0.266106400056
'Anthony Fauci',fr,USA,#18e8e8,#18e8e8,2,0.265362167491
'Joy Behar',fr,unknown,#111111,#111111,1,0.264790877157
'Joaquim Valente',fr,unknown,#111111,#111111,1,0.264779010306
'Rand Paul',fr,unknown,#111111,#111111,1,0.264771545293
'Giorgio Napolitano',fr,unknown,#111111,#111111,1,0.264611970440
'Nancy Mace',fr,unknown,#111111,#111111,1,0.264502247103
'Robert Kraft',fr,unknown,#111111,#111111,1,0.264103068585
'Kim Jong-un',fr,NordKorea,#e85858,#e85858,3,0.263338643521
'Aleksandar Vučić',fr,Serbien,#111111,#111111,2,0.263133522331
'Jens Spahn',fr,Deutschland,#1818e8,#1818e8,2,0.262960311724
'Jake Gyllenhaal',fr,unknown,#111111,#111111,1,0.262419350979
'Mark Kerr',fr,unknown,#111111,#111111,1,0.262160636293
'Jason Whitlock',fr,unknown,#111111,#111111,1,0.261952567552
'Nikki Glaser',fr,unknown,#111111,#111111,1,0.261854242355
'Tom Hanks',fr,unknown,#111111,#111111,1,0.261270931751
'Oisin Fanning',fr,Irland,#111111,#111111,1,0.261003125000
'Malu Dreyer',fr,Deutschland,#1818e8,#1818e8,1,0.261003125000
'Jan Lipavský',fr,Tschechien,#111111,#111111,1,0.261003125000
'Prinzessin Kate',fr,UK,#e838e8,#e838e8,1,0.260133313674
'Bettina Stark-Watzinger',fr,Deutschland,#1818e8,#1818e8,1,0.259702748737
'Lauren Sánchez',fr,USA,#18e8e8,#18e8e8,1,0.259436319193
'George Floyd',fr,USA,#18e8e8,#18e8e8,1,0.259097204784
'Oleksandr Usyk',fr,unknown,#111111,#111111,1,0.259019408644
'Lily Gladstone',fr,unknown,#111111,#111111,1,0.258413900071
'Noam Chomsky',fr,USA,#18e8e8,#18e8e8,1,0.257656035471
'Penny Mordaunt',fr,UK,#e838e8,#e838e8,1,0.257451251031
'Alvin Bragg',fr,USA,#18e8e8,#18e8e8,1,0.256935814183
'Willy Brandt',fr,Deutschland,#1818e8,#1818e8,1,0.254272689006
'Markus Söder',fr,Deutschland,#1818e8,#1818e8,1,0.253983484564
'Paul Ronzheimer',fr,Deutschland,#1818e8,#1818e8,2,0.253622557034
'Finnegan Biden',fr,USA,#18e8e8,#18e8e8,1,0.250985012725
'Helge Schneider',fr,Deutschland,#1818e8,#1818e8,1,0.250665507544
'Bettina Jarasch',fr,Deutschland,#1818e8,#1818e8,1,0.250231229158
'George Washington',fr,USA,#18e8e8,#18e8e8,2,0.249608241513
'Anne Will',fr,Deutschland,#1818e8,#1818e8,1,0.248951565346
'Ulrich Reitz',fr,Deutschland,#1818e8,#1818e8,1,0.248413608419
'Patrick Mahomes',fr,unknown,#111111,#111111,1,0.247106755661
'Gérard Biard',fr,Frankreich,#e8e808,#e8e808,1,0.246832408218
'Jerome Powell',fr,USA,#18e8e8,#18e8e8,3,0.246311349945
'Wolodimir Selenski',fr,Ukraine,#e818e8,#e818e8,1,0.245568263927
'König Charles III',fr,UK,#e838e8,#e838e8,1,0.245515969352
'Mark Rutte',fr,Niederlande,#ffbb33,#ffbb33,3,0.244773001247
'Jair Bolsonaro',fr,Brasilien,#58e838,#58e848,3,0.244625073251
'Jennifer Morgan',fr,unknown,#111111,#111111,1,0.244461787891
'Prinz Louis',fr,UK,#e838e8,#e838e8,1,0.244329453500
'Chip Somodevilla',fr,USA,#18e8e8,#18e8e8,1,0.244255011528
'Eriberto Gualinga',fr,unknown,#111111,#111111,1,0.244037921875
'Afida Turner',fr,Frankreich,#e8e808,#e8e808,1,0.243889550148
'Cyril Ramaphosa',fr,Südafrika,#ee4411,#ee4411,3,0.241920832267
'Buzz Aldrin',fr,USA,#18e8e8,#18e8e8,1,0.241406527147
'Ursula von der Leyen',fr,EU,#111111,#111111,3,0.241279307608
'Kevin Kühnert',fr,Deutschland,#1818e8,#1818e8,1,0.241224347799
'Stefan Rahmstorf',fr,Deutschland,#1818e8,#1818e8,1,0.240538893344
'Melinda Gates',fr,USA,#18e8e8,#18e8e8,2,0.239445180794
'Joseph Ratzinger',fr,Vatikan,#58b8e8,#58b8e8,1,0.238018838372
'Michael Cohen',fr,USA,#18e8e8,#18e8e8,2,0.237648911794
'Wolfgang Kubicki',fr,Deutschland,#1818e8,#1818e8,1,0.236949998009
'Reed Richards',fr,unknown,#111111,#111111,1,0.236837359268
'John Paul II',fr,Vatikan,#58b8e8,#58b8e8,1,0.236790276367
'Robert Habeck',fr,Deutschland,#1818e8,#1818e8,3,0.236752309866
'Harry Belafonte',fr,USA,#18e8e8,#18e8e8,1,0.236547611411
'Stephen Hawking',fr,UK,#e838e8,#e838e8,1,0.234908420417
'Nadja Abd el Farrag',fr,Deutschland,#1818e8,#1818e8,1,0.233825497678
'Lee Hsien Loong',fr,Singapur,#111111,#111111,2,0.233609797535
'Immanuel Kant',fr,Deutschland,#1818e8,#1818e8,1,0.233353160215
'Georg Bätzing',fr,Deutschland,#1818e8,#1818e8,1,0.233197906526
'Charles Michel',fr,EU,#111111,#111111,2,0.233118159004
'Joschka Fischer',fr,Deutschland,#1818e8,#1818e8,1,0.232448751378
'Pietro Lombardi',fr,Deutschland,#1818e8,#1818e8,1,0.232433602606
'Friedrich Merz',fr,Deutschland,#1818e8,#1818e8,3,0.232300939224
'Michelle O\'Neill',fr,Irland,#111111,#111111,1,0.230194265227
'Phoebe Bridgers',fr,unknown,#111111,#111111,1,0.229684893207
'Napoleon Bonaparte',fr,Frankreich,#e8e808,#e8e808,1,0.228008432683
'Jacinda Ardern',fr,Neuseeland,#1818e8,#1818e8,1,0.227560529978
'Isaac Newton',fr,UK,#e838e8,#e838e8,1,0.227518869965
'Matthias Müller',fr,Deutschland,#1818e8,#1818e8,1,0.226398095213
'Trevian Kutti',fr,unknown,#111111,#111111,1,0.226381837337
'Don Lemon',fr,USA,#18e8e8,#18e8e8,1,0.226289709375
'Steve Doocy',fr,unknown,#111111,#111111,1,0.226101835999
'Leah McSweeney',fr,unknown,#111111,#111111,1,0.225991347630
'Katarina Barley',fr,EU,#111111,#111111,1,0.225429769799
'Billionaire Bunker',fr,unknown,#111111,#111111,1,0.225386923480
'Petro Poroshenko',fr,unknown,#111111,#111111,1,0.224986234320
'Matty Healy',fr,unknown,#111111,#111111,1,0.224772322077
'Jessica Biel',fr,unknown,#111111,#111111,1,0.224708028676
'Pippa Middleton',fr,UK,#e838e8,#e838e8,1,0.224269795531
'Eva Kaili',fr,EU,#111111,#111111,2,0.224105966235
'Michael Walzer',fr,USA,#18e8e8,#18e8e8,1,0.223109522518
'Péter Szijjártó',fr,Ungarn,#111111,#111111,1,0.222353222879
'Alice Weidel',fr,Deutschland,#1818e8,#1818e8,3,0.222165820193
'Chuck Todd',fr,USA,#18e8e8,#18e8e8,1,0.222039360067
'Ayatollah Chamenei',fr,Iran,#1144ee,#1144ee,1,0.221852656250
'Mary Lou McDonald',fr,Irland,#111111,#111111,1,0.221852656250
'Detlef Garbe',fr,Deutschland,#1818e8,#1818e8,1,0.221852656250
'Kemal Kilicdaroglu',fr,Türkei,#66bb22,#66bb22,1,0.221791217636
'Amin Nasser',fr,SaudiArabien,#22bb66,#22bb66,2,0.220430336016
'Nancy Faeser',fr,Deutschland,#1818e8,#1818e8,3,0.219091180109
'Barbara Sturm',fr,Deutschland,#1818e8,#1818e8,1,0.218171120851
'Michael Kahle',fr,Deutschland,#1818e8,#1818e8,1,0.217415603125
'Jens Stoltenberg',fr,Norwegen,#e818e8,#e818e8,2,0.216929738462
'Alexander von Humboldt',fr,Deutschland,#1818e8,#1818e8,1,0.216768833216
'Rainer Maria Woelki',fr,Deutschland,#1818e8,#1818e8,1,0.216651872609
'Derek Chauvin',fr,unknown,#111111,#111111,1,0.216381897404
'Recep Tayyip Erdoğan',fr,Türkei,#66bb22,#66bb22,2,0.216266069377
'Herbert Diess',fr,Deutschland,#1818e8,#1818e8,1,0.214900351293
'Jack Teixeira',fr,USA,#18e8e8,#18e8e8,1,0.214389675741
'John Kerry',fr,USA,#18e8e8,#18e8e8,2,0.214092510366
'Adolf Hitler',fr,Deutschland,#1818e8,#1818e8,1,0.213968828844
'Tamim bin Hamad Al Thani',fr,Katar,#33ffbb,#33ffbb,2,0.212958869968
'Michael Sandel',fr,USA,#18e8e8,#18e8e8,2,0.212387524751
'Bill Gates',fr,USA,#18e8e8,#18e8e8,3,0.211137887292
'Frank-Walter Steinmeier',fr,Deutschland,#1818e8,#1818e8,3,0.210020510919
'Rafael Grossi',fr,UN,#e888e8,#e888e8,1,0.209500071238
'Mukesh Ambani',fr,Indien,#995533,#995533,2,0.208911164236
'Christine Lagarde',fr,EU,#111111,#111111,3,0.208668964711
'Boris Pistorius',fr,Deutschland,#1818e8,#1818e8,1,0.208286351931
'King Charles III',fr,UK,#e838e8,#e838e8,1,0.208135379872
'Andreas Jung',fr,Deutschland,#1818e8,#1818e8,1,0.207562761476
'Wolodymyr Selenski',fr,Ukraine,#e818e8,#e818e8,1,0.207389123656
'Mohammed bin Salman',fr,SaudiArabien,#22bb66,#22bb66,2,0.204975838011
'Werner von Braun',fr,Deutschland,#1818e8,#1818e8,1,0.204775215013
'Joachim Gauck',fr,Deutschland,#1818e8,#1818e8,1,0.204717067683
'Maybrit Illner',fr,Deutschland,#1818e8,#1818e8,1,0.203896076570
'Alfred Bernhard Nobel',fr,Schweden,#ddee11,#ddee11,1,0.203660738437
'Michelle Obama',fr,USA,#18e8e8,#18e8e8,2,0.203185214142
'Olli Schulz',fr,Deutschland,#1818e8,#1818e8,1,0.202186417777
'Antony Blinken',fr,USA,#18e8e8,#18e8e8,2,0.202128178476
'Angela Merkel',fr,Deutschland,#1818e8,#1818e8,2,0.201603227124
'Ricarda Lang',fr,Deutschland,#1818e8,#1818e8,1,0.200877537207
'Edward Snowden',fr,USA,#18e8e8,#18e8e8,1,0.200633706959
'Gabor Steingart',fr,Deutschland,#1818e8,#1818e8,1,0.200115677410
'Faisal Kawusi',fr,Deutschland,#1818e8,#1818e8,1,0.199949052960
'Katalin Novák',fr,Ungarn,#111111,#111111,1,0.199620232362
'Jim Jordan',fr,unknown,#111111,#111111,1,0.199011629374
'Giorgia Meloni',fr,Italien,#33dd55,#33dd55,3,0.198938425411
'Boris Palmer',fr,Deutschland,#1818e8,#1818e8,2,0.198276329825
'Franziska Giffey',fr,Deutschland,#1818e8,#1818e8,3,0.198223685399
'Markus Krebber',fr,Deutschland,#1818e8,#1818e8,1,0.197764296198
'Chez Krömer',fr,Deutschland,#1818e8,#1818e8,1,0.196397363044
'Mike Pence',fr,USA,#18e8e8,#18e8e8,1,0.196391398584
'Katharina König-Press',fr,Deutschland,#1818e8,#1818e8,2,0.195749463335
'Mark Zuckerberg',fr,USA,#18e8e8,#18e8e8,3,0.195678380206
'Charles Koch',fr,USA,#18e8e8,#18e8e8,2,0.195358545707
'Christine Lambrecht',fr,Deutschland,#1818e8,#1818e8,1,0.195197673561
'Mateusz Morawiecki',fr,Polen,#111111,#111111,1,0.194628019876
'Tino Chrupalla',fr,Deutschland,#1818e8,#1818e8,2,0.193789984578
'Katja Krasavice',fr,Deutschland,#1818e8,#1818e8,1,0.193376967217
'Björn Höcke',fr,Deutschland,#1818e8,#1818e8,1,0.193204564825
'Jeffrey Donaldson',fr,Irland,#111111,#111111,1,0.192469256620
'Christoph Heusgen',fr,Deutschland,#1818e8,#1818e8,3,0.191097369710
'Gisele Bundchen',fr,unknown,#111111,#111111,1,0.190617530688
'Karine Jean-Pierre',fr,USA,#18e8e8,#18e8e8,3,0.190418801885
'Kylie Kelce',fr,unknown,#111111,#111111,1,0.190375370804
'Kemal Klçdarolu',fr,Türkei,#66bb22,#66bb22,1,0.189908675863
'Wolfgang Schäuble',fr,Deutschland,#1818e8,#1818e8,2,0.188788321775
'Wladimir Putin',fr,Russland,#e81818,#e81818,1,0.188745212035
'König Felipe VI',fr,Spanien,#33aa99,#33aa99,1,0.188574757812
'Edir Macedo',fr,Brasilien,#58e838,#58e848,1,0.188574757812
'Steve Milloy',fr,USA,#18e8e8,#18e8e8,1,0.188574757812
'Andreas Ellermann',fr,Deutschland,#1818e8,#1818e8,1,0.188574757812
'Missy Motown',fr,Deutschland,#1818e8,#1818e8,1,0.188574757812
'Michelle Neill',fr,Irland,#111111,#111111,1,0.188574757812
'Gerhard Schröder',fr,Deutschland,#1818e8,#1818e8,2,0.188558763208
'Jon Batiste',fr,unknown,#111111,#111111,1,0.187363149643
'Antonio Guterres',fr,UN,#e888e8,#e888e8,3,0.187224051539
'Fumio Kishida',fr,Japan,#33aa99,#33aa99,3,0.187035135023
'Marco Buschmann',fr,Deutschland,#1818e8,#1818e8,1,0.186882150755
'Mathias Döpfner',fr,Deutschland,#1818e8,#1818e8,1,0.186850723341
'Roberta Metsola',fr,EU,#111111,#111111,1,0.186745710274
'Königin Camilla',fr,UK,#e838e8,#e838e8,1,0.185576191160
'Sergej Schoigu',fr,Russland,#e81818,#e81818,2,0.185051556466
'Richard Feynman',fr,USA,#18e8e8,#18e8e8,2,0.182573425943
'Richard David Precht',fr,Deutschland,#1818e8,#1818e8,1,0.181751097335
'Annalena Baerbock',fr,Deutschland,#1818e8,#1818e8,2,0.181431123015
'Thomas Haldenwang',fr,Deutschland,#1818e8,#1818e8,1,0.180378689831
'Anthony Albanese',fr,Australien,#aa9933,#aa9933,1,0.180332182721
'Paul Kagame',fr,Ruanda,#111111,#111111,1,0.180252172635
'Jack Ma',fr,China,#e88818,#e88818,2,0.179967905294
'Sandra Maischberger',fr,Deutschland,#1818e8,#1818e8,1,0.179866065763
'Hun Sen',fr,Kambodscha,#111111,#111111,1,0.178567859374
'Ola Källenius',fr,Deutschland,#1818e8,#1818e8,2,0.176923180030
'Herschel Walker',fr,USA,#18e8e8,#18e8e8,1,0.176467413555
'David Malpass',fr,USA,#18e8e8,#18e8e8,1,0.175753767218
'Justin Trudeau',fr,Kanada,#55ee33,#55ee33,3,0.174652338841
'Fidel Castro',fr,Kuba,#111111,#111111,1,0.173605992460
'Silvio Berlusconi',fr,Italien,#33dd55,#33dd55,3,0.173222087692
'Sahra Wagenknecht',fr,Deutschland,#1818e8,#1818e8,3,0.173142414839
'Sundar Pichai',fr,USA,#18e8e8,#18e8e8,2,0.172355936295
'Aleksandar Vucic',fr,Serbien,#111111,#111111,2,0.172105204542
'Prinz William',fr,UK,#e838e8,#e838e8,1,0.170188046091
'Prinz George',fr,UK,#e838e8,#e838e8,1,0.169950633449
'Wolodymyr Selenskyj',fr,Ukraine,#e818e8,#e818e8,1,0.169757041513
'Prinz Andrew',fr,UK,#e838e8,#e838e8,1,0.169707124608
'Roland Busch',fr,Deutschland,#1818e8,#1818e8,1,0.168787989141
'Bruno Kahl',fr,Deutschland,#1818e8,#1818e8,1,0.168654066240
'Andreas Baum',fr,Deutschland,#1818e8,#1818e8,1,0.168427951670
'Vitali Klitschko',fr,Ukraine,#e818e8,#e818e8,1,0.167197337529
'Frank Plasberg',fr,Deutschland,#1818e8,#1818e8,1,0.166619086441
'Holger Friedrich',fr,Deutschland,#1818e8,#1818e8,1,0.166542517981
'Karl Lauterbach',fr,Deutschland,#1818e8,#1818e8,2,0.166029363101
'Luisa Neubauer',fr,Deutschland,#1818e8,#1818e8,1,0.165924515367
'Maria Kolesnikowa',fr,Belarus,#e81858,#e81858,1,0.165595944040
'Winfried Kretschmann',fr,Deutschland,#1818e8,#1818e8,1,0.165113470512
'Liz Truss',fr,UK,#e838e8,#e838e8,1,0.164922164965
'Karl Jenkins',fr,UK,#e838e8,#e838e8,1,0.164913025303
'Sergey Brin',fr,USA,#18e8e8,#18e8e8,1,0.164477473306
'Daniel Freund',fr,EU,#111111,#111111,1,0.163808053163
'Francoise Bettencourt-Meyers',fr,Frankreich,#e8e808,#e8e808,1,0.163494315023
'Saskia Esken',fr,Deutschland,#1818e8,#1818e8,2,0.163399421866
'Louis Klamroth',fr,Deutschland,#1818e8,#1818e8,1,0.162500858488
'Horst Seehofer',fr,Deutschland,#1818e8,#1818e8,1,0.161989991352
'Viktor Orbán',fr,Ungarn,#111111,#111111,2,0.161967979935
'Dalai Lama',fr,Tibet,#111111,#111111,1,0.160955014627
'Rishi Sunak',fr,UK,#e838e8,#e838e8,2,0.160721108046
'Benjamin Netanyahu',fr,Israel,#3311cc,#3311cc,2,0.160620998358
'Steven Milloy',fr,USA,#18e8e8,#18e8e8,1,0.160288544141
'Andrei Nikolajewitsch Kolmogorow',fr,Russland,#e81818,#e81818,1,0.160288544141
'Michael Mann',fr,USA,#18e8e8,#18e8e8,1,0.159606230871
'Gautam Adani',fr,Indien,#995533,#995533,1,0.158833200126
'Lukaschenko',fr,Belarus,#e81858,#e81858,2,0.156151364972
'Martin Schirdewan',fr,Deutschland,#1818e8,#1818e8,1,0.155018206661
'Lothar Wieler',fr,Deutschland,#1818e8,#1818e8,1,0.154958652095
'Andrzej Duda',fr,Polen,#111111,#111111,2,0.154126752278
'Bodo Ramelow',fr,Deutschland,#1818e8,#1818e8,1,0.152421686475
'Ed McVey',fr,UK,#e838e8,#e838e8,1,0.151206026201
'Julian Reichelt',fr,Deutschland,#1818e8,#1818e8,1,0.150951462242
'Chelsea Manning',fr,USA,#18e8e8,#18e8e8,1,0.149533277673
'Nicola Beer',fr,EU,#111111,#111111,1,0.147252041960
'Yoon Suk-yeol',fr,SüdKorea,#bbff33,#bbff33,3,0.145481018944
'Thierry Breton',fr,EU,#111111,#111111,1,0.145119911248
'Julian Assange',fr,Australien,#aa9933,#aa9933,1,0.141669334904
'Millie Mackintosh',fr,UK,#e838e8,#e838e8,1,0.139499648433
'Stephan Harbarth',fr,Deutschland,#1818e8,#1818e8,1,0.138916267857
'Alexander Lukaschenko',fr,Belarus,#e81858,#e81858,1,0.138829039140
'Michael Kretschmer',fr,Deutschland,#1818e8,#1818e8,1,0.138748936165
'Oliver Blume',fr,Deutschland,#1818e8,#1818e8,1,0.138300011863
'Subrahmanyam Jaishankar',fr,Indien,#995533,#995533,1,0.138200098678
'Alexei Nawalny',fr,Russland,#e81818,#e81818,1,0.137418693808
