domain,sentiment_mean,sentiment_std,subjectivity_mean,subjectivity_std,counting
www.lemonde.fr,0.06086663431966462,0.1132571039549203,0.14462620180044425,0.10991470999889745,99.0
www.huffingtonpost.fr,0.0746330479757446,0.13243476293507855,0.16941589247207228,0.10820580346622777,89.0
www.francetvinfo.fr,0.1076276501276501,0.1045993720982559,0.16951800976800976,0.10826490997612694,65.0
www.liberation.fr,0.09884841755194698,0.13817454383181177,0.1954787914427621,0.10192839095145415,60.0
www.20minutes.fr,0.07425138528138528,0.16001741128107097,0.20796363636363635,0.12805871645808264,55.0
www.lalibre.be,0.08150694444444444,0.10683851646054877,0.18281538170823888,0.1074029573155306,42.0
www.courrierinternational.com,0.07876662714162713,0.11035228300001118,0.17483353508353508,0.0897665136238298,37.0
www.lepoint.fr,0.07691592643467643,0.12398480441801542,0.19788433557183557,0.12397725502156434,36.0
www.lexpress.fr,0.09771102154550429,0.12527346110724763,0.1767172836741802,0.10146920606237585,29.0
www.konbini.com,0.13529827241723794,0.1962451926345774,0.5118417942211045,1.0649510891645437,29.0
www.bfmtv.com,0.07466980241980241,0.16552081153677323,0.12513678781535922,0.1326373324349318,28.0
www.france24.com,0.07878835497835497,0.1315314372212576,0.1914751803751804,0.11597500935240525,25.0
www.dhnet.be,0.11379951690821254,0.1210169529487112,0.2003015873015873,0.12869830994147008,23.0
www.ledauphine.com,0.10907007575757577,0.15980522392702357,0.450762987012987,1.23470839123464,22.0
www.latribune.fr,0.0418364690864691,0.08947903442496519,0.18100059662559662,0.10751772399140955,22.0
www.ouest-france.fr,0.09285943362193363,0.1507046948261949,0.19675205627705628,0.12332058940130043,20.0
www.telerama.fr,0.12801805555555557,0.16875049112507648,0.25385416666666666,0.13383382456869494,20.0
www.lavenir.net,0.1518420868347339,0.12696361185088767,0.211656162464986,0.1162260574028092,17.0
atlantico.fr,0.07123215744631187,0.08052054764627177,0.1711463001867414,0.11486210786084747,16.0
www.lesinrocks.com,0.11840740740740742,0.14155843619621772,0.20724074074074075,0.14411575341415025,15.0
www.marianne.net,0.05183928571428571,0.1387114176658613,0.1731177248677249,0.09779509159114995,15.0
www.mediapart.fr,0.1711274221809936,0.10332379664758744,0.16782403112760255,0.06250253611530884,14.0
www.journaldugeek.com,0.10031760204081634,0.11268561880418576,0.2525212585034014,0.1384087727804069,14.0
iletaitunepub.fr,0.201088474025974,0.16842991987941985,0.204237012987013,0.10136686538614173,12.0
www.presse-citron.net,0.14466309523809523,0.11495892083053423,0.2759285714285714,0.11500969155214541,10.0
www.begeek.fr,0.08353611111111112,0.1390908445589553,0.17645833333333333,0.07733735671606032,10.0
www.slate.fr,0.12327380952380954,0.10700224735120575,0.207473544973545,0.13414167936310192,9.0
www.fark.com,0.08928571428571429,0.23622779563076698,0.05714285714285715,0.1511857892036909,7.0
siecledigital.fr,0.020965986394557816,0.24622761795645348,0.24351020408163265,0.24210498168652872,7.0
www.nouvelobs.com,0.07291666666666666,0.1159515883174238,0.18541666666666665,0.07569546380557254,7.0
www.madmoizelle.com,0.0986360544217687,0.11604703485165833,0.21066326530612242,0.1163875803685838,7.0
www.eurosport.fr,0.004694444444444448,0.15577299782649062,0.26472222222222225,0.14498435420059286,6.0
www.fredzone.org,0.046460317460317466,0.11688789089354357,0.21282539682539686,0.12468359552158202,5.0
www.sofoot.com,0.1516,0.23442546789971433,0.269,0.14934858553063032,5.0
www.levif.be,0.08556818181818182,0.09467530055106908,0.13803977272727275,0.10609918298700348,4.0
rmcsport.bfmtv.com,0.06606250000000001,0.09305651844443784,0.24593750000000003,0.06787991081068584,4.0
www.iphon.fr,0.191875,0.11301502481233776,0.3365625,0.10324614096904546,4.0
iphoneaddict.fr,0.13490842490842492,0.04959577102633398,0.24445970695970698,0.06851977338465608,4.0
www.globenewswire.com,0.20750000000000002,0.0,0.2675,0.0,3.0
www.jeuneafrique.com,0.164,0.10988226022025173,0.25353535353535356,0.054061050525871415,3.0
dailygeekshow.com,0.07979166666666666,0.15604528255712613,0.12833333333333333,0.13003204733193022,3.0
www.01net.com,0.06301346801346801,0.05594132212053212,0.2896464646464647,0.05402366870104635,3.0
www.lesnumeriques.com,0.1884920634920635,0.07263517905659436,0.2115079365079365,0.08404739421706516,3.0
www.camer.be,0.06777777777777778,0.1173945547352239,0.03888888888888888,0.06735753140545633,3.0
www.usine-digitale.fr,-0.014499999999999999,0.12091525958289963,0.20871428571428569,0.08869139341168408,2.0
www.numerama.com,0.0175,0.10253048327204939,0.47000000000000003,0.07071067811865474,2.0
www.voltairenet.org,-0.017666666666666664,0.050440283724640385,1.5791666666666666,2.2332789172475125,2.0
france3-regions.francetvinfo.fr,0.17,0.2404163056034262,0.125,0.1767766952966369,2.0
korben.info,0.329375,0.055684659018440684,0.345,0.0070710678118654224,2.0
theconversation.com,1.3877787807814457e-17,0.1555634918610405,0.4,0.1649915822768611,2.0
